Product_Key,Product_ID,Category,Sub_Category,Product_Name
622,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer
623,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables
624,OFF-LA-10004484,Office Supplies,Labels,Avery 476
625,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes
626,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System
627,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack
628,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers
629,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp
630,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs
631,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders
632,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit
633,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener
634,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
635,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2"
636,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair
637,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927
638,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
639,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000
640,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes
641,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders
642,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"
643,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2 X 11"
644,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair
645,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone
646,OFF-LA-10001569,Office Supplies,Labels,Avery 499
647,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887
648,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set
649,FUR-FU-10004090,Furniture,Furnishings,Executive Impressions 14 Contract Wall Clock
650,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II
651,OFF-PA-10003953,Office Supplies,Paper,Xerox 218
652,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke"
653,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener
654,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone
655,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver
656,OFF-AR-10003190,Office Supplies,Art,Newell 32
657,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge
658,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset
659,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968
660,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels
661,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair
662,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers
663,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941
664,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset
665,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0
666,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips
667,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles
668,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes
669,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black"
670,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum"
671,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED
672,TEC-PH-10002085,Technology,Phones,Clarity 53712
673,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener
674,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room"
675,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer
676,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System
677,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4 x 11"
678,OFF-AR-10002578,Office Supplies,Art,Newell 335
679,FUR-BO-10001519,Furniture,Bookcases,OSullivan 3-Shelf Heavy-Duty Bookcases
680,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases
681,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs
682,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors
683,OFF-LA-10004093,Office Supplies,Labels,Avery 486
684,FUR-FU-10003878,Furniture,Furnishings,"Linden 10 Round Wall Clock, Black"
685,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs
686,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils
687,OFF-PA-10001870,Office Supplies,Paper,Xerox 202
688,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884
689,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors
690,OFF-ST-10003221,Office Supplies,Storage,Staple magnet
691,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner
692,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse
693,OFF-AR-10003958,Office Supplies,Art,Newell 337
694,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural"
695,OFF-LA-10004272,Office Supplies,Labels,Avery 482
696,FUR-FU-10000965,Furniture,Furnishings,Howard Miller 11-1/2 Diameter Ridgewood Wall Clock
697,OFF-LA-10004853,Office Supplies,Labels,Avery 483
698,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders
699,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System
700,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper
701,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910
702,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard
703,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Light Blue"
704,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel Spel-Binder
705,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame
706,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings
707,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
708,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand
709,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6 x 9 Assorted Colors, Gregg Ruled"
710,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon
711,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27
712,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies
713,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope
714,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad
715,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders
716,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
717,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder
718,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923
719,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931
720,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled"
721,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset
722,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders
723,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone
724,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge
725,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files
726,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
727,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers
728,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R
729,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s
730,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center
731,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985
732,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad
733,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"
734,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2 X 11, 24 Cards/25 Envelopes/Set"
735,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8 x 5, 3 Forms per Page"
736,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder
737,OFF-PA-10000289,Office Supplies,Paper,Xerox 213
738,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection
739,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line While You Were Out, 5 1/2 X 4, 200 Sets/Book"
740,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8 x 11, Dark Blue"
741,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock
742,OFF-BI-10002931,Office Supplies,Binders,Avery Trapezoid Extra Heavy Duty 4 Binders
743,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table
744,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
745,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer"
746,OFF-PA-10000788,Office Supplies,Paper,Xerox 210
747,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings
748,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders
749,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2 x 11, Ream"
750,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps
751,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets
752,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels
753,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels
754,OFF-PA-10004621,Office Supplies,Paper,Xerox 212
755,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations
756,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
757,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame
758,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters
759,OFF-PA-10004156,Office Supplies,Paper,Xerox 188
760,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
761,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
762,OFF-EN-10000461,Office Supplies,Envelopes,#10- 4 1/8 x 9 1/2 Recycled Envelopes
763,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader
764,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder
765,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener
766,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979
767,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine
768,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend
769,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes
770,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box
771,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers
772,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System
773,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files
774,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders
775,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52 x 58, Clear"
776,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File
777,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard
778,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs
779,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4
780,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart
781,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors
782,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair
783,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone
784,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes
785,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs
786,OFF-PA-10001166,Office Supplies,Paper,Xerox 2
787,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935
788,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset
789,TEC-PH-10003885,Technology,Phones,Cisco SPA508G
790,OFF-LA-10001175,Office Supplies,Labels,Avery 514
791,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes
792,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
793,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts
794,OFF-AR-10000203,Office Supplies,Art,Newell 336
795,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors
796,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack
797,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"
798,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack"
799,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
800,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black"
801,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
802,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
803,FUR-FU-10004460,Furniture,Furnishings,Howard Miller 12 Round Wall Clock
804,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils
805,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets
806,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders
807,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements
808,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2, Blue"
809,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips
810,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack"
811,TEC-PH-10002115,Technology,Phones,Plantronics 81402
812,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins
813,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series"
814,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips
815,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder
816,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads
817,OFF-AR-10000255,Office Supplies,Art,Newell 328
818,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
819,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper
820,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
821,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper
822,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder
823,OFF-PA-10000029,Office Supplies,Paper,Xerox 224
824,OFF-LA-10000452,Office Supplies,Labels,Avery 488
825,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
826,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners
827,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone
828,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950
829,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black"
830,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers
831,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables
832,OFF-AR-10001545,Office Supplies,Art,Newell 326
833,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390
834,OFF-AR-10002255,Office Supplies,Art,Newell 346
835,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4"
836,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets"
837,OFF-FA-10003495,Office Supplies,Fasteners,Staples
838,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13"
839,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector
840,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905
841,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order"
842,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6 x 9"
843,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C
844,OFF-AR-10002375,Office Supplies,Art,Newell 351
845,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope
846,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table
847,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945
848,OFF-LA-10000973,Office Supplies,Labels,Avery 502
849,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote
850,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray"
851,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896
852,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders
853,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins
854,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer
855,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum
856,OFF-FA-10000735,Office Supplies,Fasteners,Staples
857,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders
858,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband
859,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine
860,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke"
861,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack"
862,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h"
863,FUR-TA-10001932,Furniture,Tables,Chromcraft 48 x 96 Racetrack Double Pedestal Table
864,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs
865,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6"
866,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger
867,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips"
868,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
869,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996
870,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case
871,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2 x 11"
872,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco
873,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2 Diskette Storage Pages, 10/Pack"
874,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels
875,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair
876,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster
877,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft"
878,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4
879,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
880,OFF-ST-10002344,Office Supplies,Storage,Carina 42Hx23 3/4W Media Storage Unit
881,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone
882,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs
883,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924
884,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate
885,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac
886,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair
887,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish"
888,OFF-AR-10004999,Office Supplies,Art,Newell 315
889,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones
890,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders
891,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
892,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2
893,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter
894,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper
895,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black
896,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers
897,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters
898,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13"
899,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax
900,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock
901,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets
902,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony"
903,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener
904,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset
905,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine
906,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes
907,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables
908,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase
909,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors
910,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back
911,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters
912,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone
913,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps
914,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock
915,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers
916,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit
917,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3"
918,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener
919,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11"
920,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus
921,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black"
922,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame
923,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display
924,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener
925,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB
926,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack"
927,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60
928,OFF-LA-10000121,Office Supplies,Labels,Avery 48
929,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders
930,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915
931,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages
932,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils
933,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner
934,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1"
935,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973
936,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers
937,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library
938,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black"
939,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with
940,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
941,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs
942,OFF-LA-10001404,Office Supplies,Labels,Avery 517
943,OFF-LA-10001474,Office Supplies,Labels,Avery 477
944,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2 x 11, Ream"
